,Name,Updated SMILES,Biološka uporabnost (%),nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
464,"KNI-272, Kynostatin-272",S1CC(N(C1)C(=O)C(O)C(NC(=O)C(NC(=O)COc1nccc2c1cccc2)CSC)Cc1ccccc1)C(=O)NC(C)(C)C,40.0,87,46,41,6,90,49,69,78,5,1,9,68,672.9002260000002,700.4488680000003,583.7614999999997,570.2869999999998,25.3348723767036,12.727585150334143,151.0722911292583,30.693665891510225,98.63269544287121,108.30552301576124,55.819487000000066,667.2498260320011,13,-6.386297331058589,40.0
465,L-5-hydroxytryptophan,Oc1cc2c([nH]cc2CC(N)C(O)=O)cc1,70.0,28,16,12,3,29,17,18,24,2,2,3,24,224.02566400000006,232.961804,195.5695,192.187,6.091206232107428,3.4120463820777625,53.32982211105102,20.930700787790805,27.208179427728428,44.66666666666667,12.906483999999995,220.08479224400003,3,-1.5786879846132749,70.0
466,Labetalol,Oc1ccc(cc1C(=O)N)C(O)CNC(CCc1ccccc1)C,25.0,48,24,24,3,49,25,36,42,4,2,4,33,364.97136,378.697516,314.9095,308.187,10.939124410188,5.823671750119691,81.00826525965441,21.263510870849927,28.70683175409345,59.00000000000001,24.944968,328.1786926280007,8,-3.867964816242523,25.0
467,Lacidipine,O(C(=O)C=1C(C(C(OCC)=O)=C(NC=1C)C)c1ccccc1C=CC(OC(C)(C)C)=O)CC,14.0,66,33,33,6,67,34,55,58,0,0,7,48,508.0746599999998,517.3213440000002,430.2175,420.604,15.149077017644865,8.795269001542946,114.8288805506162,19.52737746540648,36.722730603865074,80.58333333333336,41.487831000000035,455.2307877760009,7,-5.53748210823784,14.0
468,Lactulose,O1C(O)(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1CO,0.0,45,23,22,11,46,24,46,46,8,8,11,36,385.1612759999999,391.295728,326.9170000000001,323.6,8.2127103322132,7.320443237362463,91.43621022700205,55.06280802012578,115.47776764840832,74.91666666666667,27.278554000000003,342.11621152400056,5,3.675453290197333,0.0
469,Lamivudine,S1CC(OC1CO)N1C=CC(=NC1=O)N,86.0,26,15,11,3,27,16,20,24,0,1,7,22,213.63113700000002,222.131708,186.592,183.45800000000003,8.151078248618653,4.139095786236723,49.9587419864649,15.577057825802939,32.45333950640806,37.49207317649281,18.379277,229.052112212,2,-0.13038836262170928,86.0
470,Lamotrigine,Clc1c(cccc1Cl)-c1nnc(nc1N)N,97.8,23,16,7,0,24,17,12,18,0,0,5,24,190.05332200000007,196.703096,167.4716,163.1409,5.782458981003826,2.7282357129463763,59.428254057620926,11.46733495432437,15.181342137549288,29.31572907043477,9.182448999999998,255.007850584,1,-3.8616710408426536,97.8
471,Lansoprazole,S(=O)(Cc1ncc(C)c(OCC(F)(F)F)c1)c1[nH]c2c(n1)cccc2,80.5,39,25,14,2,41,27,24,33,0,0,4,39,328.7589409999999,331.5236060000001,280.6867,274.54400000000004,11.950541100439745,5.170123140975743,77.40096677599561,9.720841474747257,31.944014536962484,24.614347445077602,26.527897999999997,369.0758823480005,5,-5.935772820017173,80.5
472,Lapatinib,Clc1cc(Nc2ncnc3c2cc(cc3)-c2oc(cc2)CNCCS(=O)(=O)C)ccc1OCc1cc(F)ccc1,0.0,66,40,26,4,70,44,40,55,0,0,8,62,524.3879099999998,552.1115580000002,463.3004,451.013,18.735079632469095,8.046077710733854,123.02534760228859,19.78759109886606,36.93913322239412,51.914516789593506,41.254382000000035,580.1347322120007,11,-10.51885611030566,0.0
473,L-Arginine,OC(=O)C(N)CCCN=C(N)N,68.0,26,12,14,2,25,11,23,23,3,1,3,13,206.811568,203.051132,169.28,167.59900000000005,4.3503865814858464,3.2126302897717034,40.494269938745646,22.30752982632726,29.62198448659693,37.16666666666666,14.342897999999995,174.111675688,5,0.4701734027587834,68.0
474,Leflunomide,FC(F)(F)c1ccc(NC(=O)c2cnoc2C)cc1,80.0,28,19,9,2,29,20,17,23,0,0,3,29,246.05907200000007,239.168396,204.8001,201.524,6.631653593542106,3.6269614239331953,59.93692703772279,9.83988354097968,11.063842986476953,19.804889675286496,15.541862999999998,270.06161218800025,2,-4.2736330199511485,80.0
475,Lercanidipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C,10.0,86,45,41,6,89,48,66,75,1,0,8,68,657.6308040000001,685.531072,572.2321999999998,559.2940000000001,19.91267222574889,10.737383866612934,150.89652494635615,19.690424242456906,54.609864502335405,106.58333333333336,49.785487000000046,611.2995360320011,12,-8.500611895304205,10.0
476,Letrozole,n1cn(nc1)C(c1ccc(cc1)C#N)c1ccc(cc1)C#N,99.45,33,22,11,0,35,24,16,25,1,0,5,32,253.100056,270.53891200000004,229.2556,223.6499,6.852715091922969,3.7415996027990976,70.53123797300519,0.0,14.764463264393427,51.247260015117156,15.025276999999996,285.1014453520003,3,-3.774160432755564,99.45
477,Levamisole,S1CCN2CC(N=C12)c1ccccc1,65.0,26,14,12,0,28,16,21,24,1,0,3,22,192.71436500000004,213.369692,177.76049999999995,172.825,8.748781037485845,3.9789994513011657,47.70845950563208,4.899909730850478,28.909927919000467,24.112693924792147,17.348483999999996,204.07211938400002,1,-2.2767707358280176,65.0
478,Levetiracetam,O=C1N(CCC1)C(CC)C(=O)N,99.66666666666667,26,12,14,2,26,12,24,24,4,0,2,16,201.48932800000003,202.36303999999998,168.26299999999995,165.208,5.234403790716615,3.7199649604090537,40.38614826488495,10.633577208012664,29.300866424614025,32.66666666666668,16.920897999999998,170.105527688,3,-0.6389649140993994,99.66666666666669
479,Levobunolol,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C(=O)CCC2,75.0,46,21,25,3,47,22,40,43,4,1,4,31,346.4071559999999,359.780792,297.918,291.3040000000001,10.391465970559238,6.185395868201684,73.09252311908223,15.160178952647087,35.68430235176279,47.75,28.254175,291.1834436600007,5,-4.219586826821606,75.0
480,Levocabastine,Fc1ccc(cc1)C1(CCC(N2CC(C)C(CC2)(C(O)=O)c2ccccc2)CC1)C#N,99.0,60,31,29,2,63,34,49,55,6,1,3,50,453.99557599999986,478.49345999999997,398.9164999999999,388.9,14.34140588575418,8.591537009259593,102.05121973515577,10.006437125691184,35.10709605461614,60.49835703479829,33.35400300000001,420.2213063880008,4,-5.489557952546995,99.0
481,Levocarnitine,C[N+](C)(C)CC(CC(=O)[O-])O,12.5,26,11,15,3,25,10,24,24,2,1,3,14,203.81735600000002,196.924112,162.9395,160.4,4.910570479234038,2.8624579468688696,38.166650780753756,19.49062283144786,49.350602282179615,32.949953703703706,19.064104999999998,161.10519334,4,-1.3697396266372814,12.5
482,Levodopa,Oc1cc(ccc1O)CC(N)C(O)=O,35.0,25,14,11,4,25,14,18,21,2,3,4,19,205.376248,204.447896,171.10249999999996,168.533,5.3162918639498375,2.9189438753986345,49.22266065027076,21.053249661684305,27.330728301621924,44.5,11.333276999999995,197.068807832,3,-0.2659501562981528,35.0
483,Levofloxacin,Fc1cc2c3N(C=C(C(O)=O)C2=O)C(COc3c1N1CCN(CC1)C)C,98.83333333333333,46,26,20,4,49,29,36,43,1,1,6,44,370.11033999999984,390.363336,328.97,322.775,10.251210228727828,6.390046649094643,83.93442473706104,24.210309458133068,60.37642163227478,50.96274423658352,29.77914,361.1437843400006,2,-2.702977536438293,98.83333333333331
484,Levomepromazine,S1c2c(N(c3c1cccc3)CC(CN(C)C)C)cc(OC)cc2,52.5,47,23,24,1,49,25,37,43,0,0,4,35,347.0117769999998,372.862864,309.39149999999995,301.5,13.926276319758468,5.857485337593488,77.65046504368355,14.536682415501005,39.19456404930753,42.16121013374486,31.692968,328.16093438800067,5,-4.752862205562564,52.5
485,Levoprotiline,OC(CC12CCC(c3c1cccc3)c1c2cccc1)CNC,40.0,45,22,23,1,48,25,36,42,4,1,2,37,328.8883439999999,360.686972,299.39699999999993,291.5540000000001,10.874384166613199,6.1532931618716855,75.60941806912739,10.423315998847038,24.80292217117877,43.08333333333334,23.643760999999994,293.17796435600064,4,-5.277338283627339,40.0
486,Levosimendan,O=C1NN=C(C(C1)C)c1ccc(NN=C(C#N)C#N)cc1,85.0,33,21,12,1,34,22,23,26,1,0,6,29,260.75032400000003,268.82222399999995,227.7757,223.4078,6.702519060543879,4.2918872473633085,70.45600515033442,0.0,17.330549734892912,56.16666666666666,15.186483999999995,280.1072590040003,3,-3.3463569433157696,85.0
487,Lidocaine,O=C(Nc1c(cccc1C)C)CN(CC)CC,35.0,39,17,22,1,39,17,32,35,0,0,2,22,287.12841999999995,294.5823,243.5575,238.12900000000002,8.678487427423745,4.455660749569054,58.980201831543035,5.316788604006331,30.44135867793971,36.66666666666666,25.218553999999994,234.17321332400002,5,-4.050554074694199,35.0
488,lincomycin,S(C)C1OC(C(NC(=O)C2N(CC(C2)CCC)C)C(O)C)C(O)C(O)C1O,25.0,61,27,34,6,62,28,61,61,10,4,8,40,473.41448099999985,488.472724,404.00699999999995,396.379,15.676087549563634,10.000712953083855,91.71114909867023,30.4797611371692,99.1209085802725,67.30305962464581,41.453038000000035,406.2137578080009,7,-0.0240274356358926,25.0
489,Linezolid,Fc1cc(N2CC(OC2=O)CNC(=O)C)ccc1N1CCOCC1,99.5,44,24,20,4,46,26,38,41,1,0,5,36,355.02930799999984,367.812628,309.6025,304.154,9.564644752898179,6.015023815073402,78.01641049792931,19.690424242456906,57.49717574071435,47.71875267504464,30.37514,337.1437843400005,4,-2.735156398730928,99.5
490,Lipoic Acid,S1SCCC1CCCCC(O)=O,29.5,26,12,14,2,26,12,25,25,6,1,3,14,198.57375400000004,199.835457,163.3739,158.6036,11.797729390716615,5.4870895660662615,45.509834028464915,5.106527394840706,22.078624319521516,24.749362533593693,17.372898,206.043521688,5,-1.6998502444710866,29.5
491,Lisinopril,OC(=O)C1N(CCC1)C(=O)C(NC(CCc1ccccc1)C(O)=O)CCCCN,25.0,60,29,31,5,61,30,52,55,10,2,5,39,463.98670799999985,474.90088,394.9795,387.212,12.939653106320849,8.482672768410929,98.53956322546124,20.846631997694075,64.17379012505612,75.66666666666666,35.41341700000001,405.2263710920009,12,-2.687485826257681,25.0
492,Lisuride,O=C(NC1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)N(CC)CC,14.5,51,25,26,1,54,28,42,48,3,0,2,41,379.64864399999993,413.31076,344.85049999999984,337.2580000000001,11.465669256467645,6.875671349678598,85.3911120734873,15.200676855804016,59.58053535369707,50.66666666666667,31.511381999999994,338.21066145200075,3,-4.240580122438006,14.5
493,Lofexidine,Clc1cccc(Cl)c1OC(C)C=1NCCN=1,90.0,28,16,12,1,29,17,22,25,1,0,3,23,221.47348200000005,228.672808,191.5885,185.854,7.940183796678858,3.8447687924502425,55.66363353034222,10.053651557806381,25.029098985330723,24.20109567901234,16.504483999999998,258.0326683640001,3,-4.270010689201556,90.0
494,Lomefloxacin,Fc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CC(NCC1)C)CC,97.0,44,25,19,3,46,27,33,40,1,1,5,40,358.4996439999999,366.552428,309.291,303.6040000000001,9.938940265074432,6.093120038336577,79.54408434439857,19.890325377488868,41.31904237746959,39.99378755668933,27.012933,351.13944790800065,3,-3.817928132207544,97.0
495,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,99.5,31,15,16,2,31,15,29,29,6,0,3,18,244.7440330000001,244.358582,203.8927,199.6989,7.214823106443868,5.141773822133605,49.4983051878708,5.316788604006331,29.506627716323482,33.66980328448251,19.437311999999995,233.09310443200002,4,-2.0385515185037173,99.5
496,Loperamide,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,1.0,67,34,33,2,70,37,51,60,3,1,3,53,499.56660499999987,530.604302,441.27199999999993,429.32500000000016,16.84888679565041,8.381279562979769,113.6690858765462,14.906346856541662,54.54313976898527,66.91340003921744,37.90383100000001,476.2230559760009,7,-6.830707723727143,1.0
497,Loracarbef,ClC=1CCC2N(C(=O)C2NC(=O)C(N)c2ccccc2)C=1C(O)=O,94.0,40,24,16,4,42,26,32,35,5,1,4,38,324.231077,335.1292660000001,282.1475,275.837,9.6148930513504,5.920166236348205,78.00008880573228,16.156983476009223,39.87378353064197,60.69258722474656,20.875312,349.08293367200037,4,-1.9546658726471096,94.0
498,Loratadine,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCN(CC1)C(OCC)=O,40.0,50,27,23,2,53,30,39,45,4,0,3,42,379.5983529999999,405.553994,338.7165,329.4500000000001,12.62087775678458,7.091756776373862,88.13563061664827,9.636772684650527,35.673523099074174,51.17579092185268,29.037761,382.1448056560006,1,-6.191564524121872,40.0
499,Lorazepam,Clc1ccccc1C1=NC(O)C(=O)Nc2c1cc(Cl)cc2,89.0,31,21,10,2,33,23,19,25,0,1,3,33,251.55033400000008,262.034176,221.3415,214.55400000000003,8.182180902525483,4.0734697053437285,67.20086013645977,10.423315998847038,22.953293297697787,41.48967134178775,13.630069999999995,320.0119329200004,1,-5.063760685766517,89.0
500,Lormetazepam,Clc1ccccc1C1=NC(O)C(=O)N(c2c1cc(Cl)cc2)C,77.5,34,22,12,2,36,24,22,28,0,1,3,35,272.52777799999996,283.878948,239.2355,231.975,9.075801605651057,4.347316955128978,70.87935931990492,10.006437125691184,30.00096528037497,42.889508359928335,16.776483999999996,334.02758298400033,1,-4.727436727775337,77.5
501,Losartan,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1CO)CCCC,32.666666666666664,53,30,23,1,56,33,34,46,3,1,6,45,407.0531809999998,437.147334,367.4373,359.02870000000013,12.50658691377,7.024362020229219,99.17020077303523,9.67362704263206,35.28173937149108,57.159655608034384,27.003760999999994,422.1621870360008,8,-7.197016803798037,32.666666666666664
502,Loteprednol Etabonate,ClCOC(=O)C1(OC(OCC)=O)CCC2C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C,0.0,63,32,31,7,66,35,61,61,6,1,7,55,494.7824049999999,513.8537020000001,427.70599999999996,417.275,15.394287436923936,10.807725523808058,113.32153531095102,19.31711625624085,47.3924062084984,74.16580023887163,39.421417000000034,466.1758310120008,4,-3.799899088487983,0.0
503,Lovastatin,O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)C)C)C=CC1C,5.0,65,29,36,5,67,31,63,63,9,1,5,44,489.59566799999993,509.79786,421.38199999999995,411.45,14.819262000343935,10.554846541129255,104.80810133504434,14.580253302440806,35.35703713398931,65.66666666666666,41.323452000000024,404.25627425200105,6,-3.1868136527279023,5.0
504,Loxapine,Clc1cc2c(Oc3c(N=C2N2CCN(CC2)C)cccc3)cc1,30.0,41,23,18,1,44,26,31,37,0,0,4,37,312.693889,341.001026,286.1355,278.725,10.224718516865511,5.242463120030065,74.75975566008799,14.536682415501005,48.862136853785714,40.379774764844214,24.863726,327.1138398760005,0,-4.660246102921708,30.0
505,Lubiprostone,FC(F)(CCCC)C1(OC2C(CC1)C(CCCCCCC(O)=O)C(=O)C2)O,0.0,59,27,32,5,60,28,58,58,15,2,4,40,464.55974799999984,465.45292,386.416,378.4,13.10680321595824,10.00844499780931,93.85526294842708,14.949917743481462,39.77921173241167,46.51682828044572,37.800624000000006,390.22178056400077,11,-4.390819062958851,0.0
506,Lumiracoxib,Clc1cccc(F)c1Nc1ccc(cc1CC(O)=O)C,78.0,33,20,13,2,34,21,21,27,1,1,2,29,265.428465,267.287274,224.7585,218.87900000000002,8.704298055234545,3.9019444578824194,62.38314147352865,10.423315998847038,11.075832682792557,35.081485995632825,16.102690999999997,293.0618845560004,4,-5.1110114384750345,78.0
507,lurtotecan,O1CC2=C(C=C3N(Cc4c3nc3c(cc5OCCOc5c3)c4CN3CCN(CC3)C)C2=O)C(CC)C1=O,12.0,67,37,30,5,73,43,54,64,1,0,9,65,520.2534919999998,571.25038,479.80800000000005,469.425,15.138850384811787,9.686350877197084,121.91938719946377,23.67759824004198,71.76066445374471,78.02614449483497,43.31021000000002,502.2216200600008,3,-6.190462308872711,12.0
508,Lymecycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O,99.5,81,43,38,10,84,46,72,75,6,6,12,71,648.3002999999999,670.875176,561.0459999999998,551.116,17.33685702127488,11.832805672006293,147.58824462488684,41.68962045021275,103.97557303937369,122.16666666666666,43.87386600000005,602.258793416001,10,-2.7319796202100948,99.5
509,Lynestrenol,OC1(CCC2C3C(C4C(CC3)=CCCC4)CCC12C)C#C,30.0,49,21,28,1,52,24,50,50,9,1,1,38,352.27902799999987,385.112984,317.36749999999995,308.7,11.819958074188001,8.685138080971925,77.15428848556967,5.106527394840706,10.707578205824394,39.5,28.089796000000003,284.2140155160008,0,-3.291937269503551,30.0
510,Mannitol,OC(C(O)C(O)CO)C(O)CO,7.0,26,12,14,6,25,11,25,25,4,6,6,14,219.41188800000003,211.673948,175.43249999999995,173.95000000000005,4.353788549485845,3.801933593836835,47.740197600461975,30.63916436904423,68.26879384906327,44.33333333333333,14.044897999999995,182.07903816799998,5,2.565914580946247,7.0
511,Maprotiline,N(CCCC12CCC(c3c1cccc3)c1c2cccc1)C,68.0,44,21,23,0,47,24,35,41,4,0,1,35,315.5366279999999,348.29955199999995,288.6670000000001,280.60400000000004,10.76748959186516,6.028132259921111,74.16589840534715,5.316788604006331,13.592428388589768,37.25,23.643760999999994,277.1830497360006,4,-6.214555354161629,68.0
512,Maraviroc,FC1(F)CCC(CC1)C(=O)NC(CCN1C2CC(n3c(nnc3C)C(C)C)CC1CC2)c1ccccc1,23.0,78,37,41,1,82,41,70,76,14,0,5,60,590.491884,626.48882,522.4871,510.9289,17.707300290511952,11.930632998463675,124.31601762096359,9.883888251797686,50.122519956898486,52.77413640844296,49.355487000000046,513.3279173720011,8,-6.2396861484257675,23.0
513,Mazindol,Clc1ccc(cc1)C1(O)N2C(=NCC2)c2c1cccc2,93.0,33,20,13,1,36,23,23,29,1,1,3,35,253.818901,278.960862,234.518,227.9,8.34069987347697,4.330179247629598,62.74759240807021,10.006437125691184,28.93156972327361,37.73815839247222,16.401690999999996,284.0716407160004,1,-4.200338455146341,93.0
514,Mebendazole,O(C(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c1ccccc1)C,14.0,35,22,13,3,37,24,19,28,0,0,4,33,278.64834399999995,293.1787520000001,247.721,242.558,7.712201700537543,3.9488448942881256,70.12961432044392,9.720841474747257,28.954239600475308,55.16666666666667,18.793691,295.09569127600037,3,-4.285403530691854,14.0
515,Mecamylamine,N(C)C1(C2CC(CC2)C1(C)C)C,99.0,33,12,21,0,34,13,34,34,3,0,1,22,234.23505600000001,251.118612,205.9195,200.854,7.272695278846909,5.066009873748579,44.65331386517313,5.316788604006331,12.586597235060534,20.166666666666668,21.637346999999995,167.16739967200002,1,-2.928397100069042,99.0
516,Meclofenamic acid,Clc1c(Nc2ccccc2C(O)=O)c(Cl)ccc1C,65.099998,30,19,11,2,31,20,18,24,0,1,2,28,240.52664600000008,244.069844,204.945,198.454,8.362152902981368,3.6130362585359217,63.10779273465015,10.423315998847038,11.075832682792557,37.114002267573696,13.493276999999996,295.0166839520004,3,-5.041931209016379,65.099998
517,Medifoxamine,O(C(Oc1ccccc1)CN(C)C)c1ccccc1,21.0,38,19,19,2,39,20,27,33,0,0,3,25,285.20413999999994,299.709424,249.4665,243.775,8.939445574591815,3.9074336201397126,64.48646930720125,14.373635638450574,31.830036831452645,39.16666666666667,24.242932999999994,257.14157884800005,6,-3.4494937284237834,21.0
518,Medroxalol,O1c2cc(ccc2OC1)CCC(NCC(O)c1cc(C(=O)N)c(O)cc1)C,38.0,51,27,24,5,53,29,40,46,4,2,6,40,399.2153079999998,418.833052,349.9975,343.1869999999999,11.441409554944153,6.643743720734358,91.53920291282637,30.737236778450022,35.499774060193275,66.83333333333331,28.416968,372.1685218680007,8,-3.8939016388248575,38.0
519,Medroxyprogesterone,OC1(CCC2C3C(CCC12C)C1(C(=CC(=O)CC1)C(C3)C)C)C(=O)C,15.0,57,25,32,3,60,28,57,57,7,1,3,47,420.93734799999993,448.732312,370.3565,360.7,13.333397369950873,9.602724018965377,90.30269010674265,5.106527394840706,22.274068098554267,54.58333333333334,33.838623999999996,344.2351448840009,1,-4.165706177250495,15.0
520,Medroxyprogesterone_acetate,O(C(=O)C)C1(CCC2C3C(CCC12C)C1(C(=CC(=O)CC1)C(C3)C)C)C(=O)C,10.0,62,28,34,4,65,31,61,61,7,0,4,51,462.80702399999984,488.222324,403.665,393.25,14.452534311358836,10.212293788435083,100.64763006864644,4.736862953800049,23.13684599166541,62.74999999999999,38.449038000000016,386.24570956800085,2,-4.786098647659256,10.0
521,Mefenamic Acid,OC(=O)c1ccccc1Nc1cccc(C)c1C,90.0,33,18,15,2,34,19,21,27,0,1,2,26,250.789768,260.99618799999996,217.7715,212.554,7.8019013530069685,3.481805426928408,59.28180062306446,10.423315998847038,11.075832682792557,43.5,16.486105,241.11027872,3,-4.061299875787401,90.0
522,Mefloquine,FC(F)(F)c1c2nc(cc(c2ccc1)C(O)C1NCCCC1)C(F)(F)F,80.0,42,26,16,1,44,28,33,39,5,1,3,43,365.439184,356.606416,304.0125,298.654,10.368755010313901,6.778927799585698,87.97041729924628,10.423315998847038,22.67710315084845,7.721681221616287,24.439311999999994,378.11668245200036,2,-5.490456484640409,80.0
523,Megestrol Acetate,O(C(=O)C)C1(CCC2C3C(CCC12C)C1(C(=CC(=O)CC1)C(=C3)C)C)C(=O)C,90.0,60,28,32,4,63,31,58,58,6,0,4,51,449.3700959999998,473.98706,392.445,382.25,14.126708569478405,9.719743576415318,99.95535770119561,4.736862953800049,23.13684599166541,63.58333333333333,36.44262400000001,384.23005950400085,2,-4.769325456429041,90.0
524,Melagatran,OC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)C(N)=N)C1CCCCC1,20.0,62,31,31,4,64,33,54,57,8,1,5,45,478.5787799999998,498.68858,416.164,408.045,13.250857696643374,8.825448273321932,103.92872145617271,21.056893206859694,58.798916128224384,78.5,35.983417,429.23760447200095,9,-3.02670368021614,20.0
525,Melatonin,O(C)c1cc2c(N=CC2CCNC(=O)C)cc1,26.0,33,17,16,2,34,18,26,29,1,0,3,24,252.628836,263.17355200000003,219.6895,214.954,7.403583844088727,4.042718849615309,56.751463774293214,10.053651557806381,25.776334256076932,39.00000000000001,20.365312,232.121177752,4,-3.4101720059710305,26.0
526,Meloxicam,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C,93.0,36,23,13,4,38,25,23,29,0,1,6,38,294.40672599999994,307.095936,256.8801,250.1248,13.195101871273634,4.835304857794347,76.36676844601888,5.106527394840706,35.76837060344178,39.765719403502146,26.445691,351.03474789600034,2,-2.9971430159268126,93.0
527,Melphalan,ClCCN(CCCl)c1ccc(cc1)CC(N)C(O)=O,64.0,37,19,18,2,37,19,30,33,2,1,3,24,290.2170139999999,289.974384,241.2895,234.808,10.074742338009678,5.2312606678848566,65.02046106350443,15.74010460285337,41.967193213706345,37.55493341359261,21.085726,304.07453317600044,8,-3.434406467360396,64.0
528,Memantine,NC12CC3(CC(C1)(CC(C3)C2)C)C,99.5,34,13,21,0,36,15,36,36,6,0,1,27,241.77557200000004,266.13065200000005,218.753,213.183,7.6899633583463824,5.6903304012807805,48.245048930939205,5.733667477162185,5.538925252383344,22.08333333333333,20.497347,179.16739967200004,0,-2.7982167903996493,99.5
529,Meperidine,O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC,53.5,39,18,21,2,40,19,33,36,2,0,3,26,291.10055199999994,303.910804,251.9145,246.025,8.95862336689543,5.0866210152486815,62.28132751284567,9.636772684650527,37.613281777817576,38.583333333333336,25.381346999999995,247.157228912,3,-3.2275908861187985,53.5
530,Mepindolol,O(CC(O)CNC(C)C)c1c2cc([nH]c2ccc1)C,82.0,41,19,22,2,42,20,32,38,2,1,3,27,308.020652,324.475128,269.3905,263.908,9.119188206314195,5.0645601291728495,64.74478754279752,20.144157473594294,35.387951503109676,40.833333333333336,24.946553999999992,262.16812794400016,6,-3.966169550069395,82.0
531,Mepivacaine,O=C(Nc1c(cccc1C)C)C1N(CCCC1)C,55.0,40,18,22,1,41,19,34,37,4,0,2,26,294.668936,309.66333199999997,256.5625,250.62900000000002,9.0501391984051,5.01521886197827,62.2834582486854,5.316788604006331,30.44135867793971,37.5,25.218553999999994,246.17321332400002,2,-3.605103834850412,55.0
532,Meptazinol,Oc1cc(ccc1)C1(CCCCN(C1)C)CC,9.0,40,17,23,1,41,18,35,38,4,1,2,25,291.18576399999995,307.972352,254.051,247.975,9.205421868498973,5.3728799186312886,60.31163082227511,10.006437125691184,30.143621920193524,33.58333333333333,24.783760999999995,233.177964356,2,-3.3952744487852318,9.0
533,Mercaptopurine,S=C1N=CNc2nc[nH]c12,16.5,14,10,4,0,15,11,4,11,0,0,3,15,114.12682899999996,124.159706,106.196,104.508,5.007323756711429,1.8407596792830607,36.79093806084509,9.967957041894415,19.93591408378884,18.214166666666664,8.662828,152.015667128,0,-1.9567112906048345,16.5
534,Meropenem,CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,0.0,51,26,25,5,53,28,49,49,5,2,6,43,402.2577089999999,418.410852,348.81049999999993,341.754,13.885514081408825,8.214457328838746,86.46174726001196,25.32966285538869,81.8742254453306,67.22111772486771,34.134175000000006,383.1514919000007,5,-0.4720180240982746,0.0
535,Mesna,S(O)(=O)(=O)CCS,62.0,13,7,6,3,12,6,10,10,0,1,3,8,112.93466200000002,101.801234,81.9701,79.138,8.40265217443523,2.2289155309225586,33.08540266752071,0.0,24.47625407151288,-0.10223765432098753,15.135241999999998,141.975836052,2,-0.1252131422369256,62.0
536,Mesterolone,OC1CCC2C3C(CCC12C)C1(C(CC(=O)CC1C)CC3)C,3.0,54,22,32,2,57,25,56,56,9,1,2,41,392.50459999999987,423.617396,348.5795,339.4500000000001,12.507749666772144,9.409005112528057,80.81969962494959,5.106527394840706,16.993738728953947,43.16666666666667,32.970623999999994,304.2402302640009,0,-3.6517858228037055,3.0
537,Metergoline,O(Cc1ccccc1)C(=O)NCC1CC2C(N(C1)C)Cc1c3c2cccc3n(c1)C,23.0,59,30,29,2,63,34,46,55,3,0,4,49,440.65669599999984,481.271856,401.6575,392.154,13.722314697332713,7.767740190311615,100.57949090180759,19.520660936448213,41.739275073230544,58.24277891885482,35.68700300000001,403.2259771680008,4,-5.161280218915884,23.0
538,Metformin,N(C(NC(N)=N)=N)(C)C,49.0,20,9,11,0,19,8,17,17,0,0,2,10,155.07334800000004,154.265824,129.116,128.17000000000002,3.0551212650025485,1.7942008713102893,33.86335853677223,10.633577208012664,30.914362833692532,25.83333333333333,12.745277,129.10144535199998,0,0.16792592928332606,49.0
539,Methacycline,OC12C(C(N(C)C)C(O)=C(C(=O)N)C1=O)C(O)C1C(=C2O)C(=O)c2c(cccc2O)C1=C,58.0,54,32,22,8,57,35,45,48,2,5,9,57,440.9145599999998,459.463852,386.1075,378.958,11.979690582623995,7.787574277796661,109.86377378805443,31.266304451365713,79.74841832036972,94.91666666666669,25.814554,442.13761566400046,2,-1.1505627513569074,58.0
